record_kind,name,source_file,line,model_kind,bases,field_or_key_definition,collection_name,ownership_type,tenant_field,persistence_reference_count,index_name,index_options,governed_query_registry,static_usage_count,notes
collection,airline_coverage_targets,backend/database.py,371,,,,airline_coverage_targets,mixed_projection,agency_id,10,,,yes,,startup_index_count=5; source_files=backend/database.py;backend/persistence_query.py;backend/services/airline_service_coverage_gap_service.py
collection,airline_distribution_capabilities,backend/database.py,371,,,,airline_distribution_capabilities,legacy_agency_owned_startup_registry,agency_id,16,,,no,,startup_index_count=9; source_files=backend/database.py;backend/services/airline_distribution_capability_service.py;backend/services/airline_intelligence_scale_readiness_service.py;backend/services/airline_knowledge_versioning_service.py;backend/services/airline_policy_evidence_governance_service.py;backend/services/airline_service_coverage_gap_service.py
collection,airline_distribution_channels,backend/database.py,371,,,,airline_distribution_channels,legacy_agency_owned_startup_registry,agency_id,17,,,no,,startup_index_count=9; source_files=backend/database.py;backend/services/airline_distribution_capability_service.py;backend/services/airline_knowledge_versioning_service.py;backend/services/airline_policy_evidence_governance_service.py;backend/services/airline_service_coverage_gap_service.py
collection,airline_distribution_evidence_links,backend/database.py,371,,,,airline_distribution_evidence_links,legacy_agency_owned_startup_registry,agency_id,9,,,no,,startup_index_count=7; source_files=backend/database.py;backend/services/airline_distribution_capability_service.py
collection,airline_distribution_profiles,backend/services/airline_distribution_capability_service.py,685,,,,airline_distribution_profiles,not_in_governed_query_registry,,7,,,no,,startup_index_count=2; source_files=backend/database.py;backend/services/airline_distribution_capability_service.py;backend/services/airline_intelligence_data_pack_review_service.py;backend/services/airline_knowledge_versioning_service.py;backend/services/airline_policy_evidence_governance_service.py;backend/services/rules_and_services_registry.py
collection,airline_distribution_restrictions,backend/database.py,371,,,,airline_distribution_restrictions,legacy_agency_owned_startup_registry,agency_id,11,,,no,,startup_index_count=7; source_files=backend/database.py;backend/services/airline_distribution_capability_service.py;backend/services/airline_knowledge_versioning_service.py;backend/services/airline_policy_evidence_governance_service.py
collection,airline_distribution_summaries,backend/services/airline_master_profile_intelligence_service.py,33,,,,airline_distribution_summaries,not_in_governed_query_registry,,5,,,no,,startup_index_count=3; source_files=backend/database.py;backend/services/airline_master_profile_intelligence_service.py;backend/services/airline_service_coverage_gap_service.py
collection,airline_emd_interline_rules,backend/routers/platform.py,288,,,,airline_emd_interline_rules,not_in_governed_query_registry,,8,,,no,,startup_index_count=3; source_files=backend/database.py;backend/routers/platform.py;backend/server.py;backend/services/interline_codeshare_intelligence_service.py;backend/services/service_mechanics_service.py
collection,airline_emd_issuance_rules,backend/routers/platform.py,286,,,,airline_emd_issuance_rules,not_in_governed_query_registry,,8,,,no,,startup_index_count=5; source_files=backend/database.py;backend/routers/platform.py;backend/server.py;backend/services/service_mechanics_service.py
collection,airline_emd_lifecycle_rules,backend/routers/platform.py,289,,,,airline_emd_lifecycle_rules,not_in_governed_query_registry,,6,,,no,,startup_index_count=3; source_files=backend/database.py;backend/routers/platform.py;backend/server.py;backend/services/service_mechanics_service.py
collection,airline_emd_rule_notes,backend/routers/airline_intelligence.py,333,,,,airline_emd_rule_notes,not_in_governed_query_registry,,8,,,no,,startup_index_count=1; source_files=backend/database.py;backend/routers/airline_intelligence.py;backend/routers/platform.py;backend/services/seed_service.py
collection,airline_evidence_access_classifications,backend/services/airline_policy_evidence_governance_service.py,36,,,,airline_evidence_access_classifications,not_in_governed_query_registry,,9,,,no,,startup_index_count=4; source_files=backend/database.py;backend/services/airline_policy_evidence_governance_service.py
collection,airline_evidence_artifacts,backend/services/airline_policy_evidence_governance_service.py,30,,,,airline_evidence_artifacts,not_in_governed_query_registry,,9,,,no,,startup_index_count=5; source_files=backend/database.py;backend/services/airline_policy_evidence_governance_service.py
collection,airline_evidence_assertions,backend/scripts/smoke_airline_intelligence_scale_release_readiness_foundation.py,151,,,,airline_evidence_assertions,not_in_governed_query_registry,,18,,,no,,startup_index_count=6; source_files=backend/database.py;backend/scripts/smoke_airline_intelligence_scale_release_readiness_foundation.py;backend/scripts/smoke_airline_service_coverage_gap_management_foundation.py;backend/services/airline_intelligence_scale_readiness_service.py;backend/services/airline_knowledge_versioning_service.py;backend/services/airline_policy_evidence_governance_service.py;backend/services/airline_service_coverage_gap_service.py
collection,airline_evidence_conflicts,backend/scripts/smoke_airline_intelligence_scale_release_readiness_foundation.py,152,,,,airline_evidence_conflicts,not_in_governed_query_registry,,16,,,no,,startup_index_count=5; source_files=backend/database.py;backend/scripts/smoke_airline_intelligence_scale_release_readiness_foundation.py;backend/scripts/smoke_airline_service_coverage_gap_management_foundation.py;backend/services/airline_intelligence_scale_readiness_service.py;backend/services/airline_policy_evidence_governance_service.py;backend/services/airline_service_coverage_gap_service.py
collection,airline_evidence_freshness_assessments,backend/scripts/smoke_airline_intelligence_scale_release_readiness_foundation.py,153,,,,airline_evidence_freshness_assessments,not_in_governed_query_registry,,14,,,no,,startup_index_count=5; source_files=backend/database.py;backend/scripts/smoke_airline_intelligence_scale_release_readiness_foundation.py;backend/scripts/smoke_airline_service_coverage_gap_management_foundation.py;backend/services/airline_intelligence_scale_readiness_service.py;backend/services/airline_policy_evidence_governance_service.py;backend/services/airline_service_coverage_gap_service.py
collection,airline_evidence_links,backend/services/airline_policy_evidence_governance_service.py,32,,,,airline_evidence_links,not_in_governed_query_registry,,13,,,no,,startup_index_count=5; source_files=backend/database.py;backend/services/airline_policy_evidence_governance_service.py
collection,airline_evidence_reviews,backend/services/airline_policy_evidence_governance_service.py,33,,,,airline_evidence_reviews,not_in_governed_query_registry,,8,,,no,,startup_index_count=5; source_files=backend/database.py;backend/services/airline_policy_evidence_governance_service.py
collection,airline_evidence_sources,backend/scripts/smoke_airline_service_coverage_gap_management_foundation.py,204,,,,airline_evidence_sources,not_in_governed_query_registry,,19,,,no,,startup_index_count=8; source_files=backend/database.py;backend/scripts/smoke_airline_service_coverage_gap_management_foundation.py;backend/services/airline_policy_evidence_governance_service.py;backend/services/airline_service_coverage_gap_service.py
collection,airline_exception_rules,backend/services/airline_intelligence_data_pack_review_service.py,38,,,,airline_exception_rules,not_in_governed_query_registry,,5,,,no,,startup_index_count=3; source_files=backend/database.py;backend/services/airline_intelligence_data_pack_review_service.py
collection,airline_fare_brand_attributes,backend/database.py,371,,,,airline_fare_brand_attributes,legacy_agency_owned_startup_registry,agency_id,12,,,no,,startup_index_count=6; source_files=backend/database.py;backend/scripts/smoke_journey_option_fare_brand_composition_workspace_foundation.py;backend/services/airline_fare_family_brand_intelligence_service.py;backend/services/airline_knowledge_versioning_service.py;backend/services/airline_policy_evidence_governance_service.py
collection,airline_fare_families,backend/database.py,371,,,,airline_fare_families,legacy_agency_owned_startup_registry,agency_id,22,,,no,,startup_index_count=8; source_files=backend/database.py;backend/scripts/smoke_journey_option_fare_brand_composition_workspace_foundation.py;backend/services/airline_fare_family_brand_intelligence_service.py;backend/services/airline_intelligence_data_pack_review_service.py;backend/services/airline_intelligence_scale_readiness_service.py;backend/services/airline_knowledge_versioning_service.py;backend/services/airline_policy_evidence_governance_service.py;backend/services/journey_option_fare_brand_composition_service.py
collection,airline_fare_family_evidence_links,backend/database.py,371,,,,airline_fare_family_evidence_links,legacy_agency_owned_startup_registry,agency_id,10,,,no,,startup_index_count=6; source_files=backend/database.py;backend/scripts/smoke_journey_option_fare_brand_composition_workspace_foundation.py;backend/services/airline_fare_family_brand_intelligence_service.py
collection,airline_fare_rules,backend/services/airline_fare_family_brand_intelligence_service.py,751,,,,airline_fare_rules,not_in_governed_query_registry,,5,,,no,,startup_index_count=3; source_files=backend/database.py;backend/services/airline_fare_family_brand_intelligence_service.py;backend/services/airline_intelligence_data_pack_review_service.py
collection,airline_fleet_types,backend/services/airline_intelligence_data_pack_review_service.py,38,,,,airline_fleet_types,not_in_governed_query_registry,,4,,,no,,startup_index_count=3; source_files=backend/database.py;backend/services/airline_intelligence_data_pack_review_service.py
collection,airline_fulfillment_capabilities,backend/database.py,371,,,,airline_fulfillment_capabilities,legacy_agency_owned_startup_registry,agency_id,11,,,no,,startup_index_count=7; source_files=backend/database.py;backend/services/airline_distribution_capability_service.py;backend/services/airline_knowledge_versioning_service.py;backend/services/airline_policy_evidence_governance_service.py
collection,airline_gds_parameters,backend/services/airline_intelligence_data_pack_review_service.py,38,,,,airline_gds_parameters,not_in_governed_query_registry,,6,,,no,,startup_index_count=3; source_files=backend/database.py;backend/services/airline_intelligence_data_pack_review_service.py;backend/services/airline_policy_evidence_governance_service.py;backend/services/rules_and_services_registry.py
collection,airline_gds_participations,backend/database.py,371,,,,airline_gds_participations,legacy_agency_owned_startup_registry,agency_id,11,,,no,,startup_index_count=7; source_files=backend/database.py;backend/services/airline_distribution_capability_service.py;backend/services/airline_knowledge_versioning_service.py;backend/services/airline_policy_evidence_governance_service.py
collection,airline_group_relationships,backend/services/airline_master_profile_intelligence_service.py,30,,,,airline_group_relationships,not_in_governed_query_registry,,5,,,no,,startup_index_count=4; source_files=backend/database.py;backend/services/airline_master_profile_intelligence_service.py
collection,airline_hub_assignments,backend/services/airline_master_profile_intelligence_service.py,31,,,,airline_hub_assignments,not_in_governed_query_registry,,5,,,no,,startup_index_count=4; source_files=backend/database.py;backend/services/airline_master_profile_intelligence_service.py
